Team 1,Team2,Kaggle ID 1,Region 1,Seed 1,Adj Offensive Efficiency 1,Adj Defensive Efficiency 1,Points Allowed Per Game 1,Turnovers Per Game 1,Wins Last 10 Games 1,Kaggle ID 2,Region 2,Seed 2,Adj Offensive Efficiency 2,Adj Defensive Efficiency 2,Points Allowed Per Game 2,Turnovers Per Game 2,Wins Last 10 Games 2
Colgate,Duke,1159,South,15,110,105.8,70.1,13.0,10,1181,East,1,120.1,88.1,67.6,13.0,7
Colgate,Fairleigh Dickinson,1159,South,15,110,105.8,70.1,13.0,10,1192,West,16,106.2,110.4,72.5,13.5,9
Colgate,Florida ,1159,South,15,110,105.8,70.1,13.0,10,1196,West,10,110.2,91.9,63.6,11.6,6
Colgate,Florida State,1159,South,15,110,105.8,70.1,13.0,10,1199,West,4,113,90.4,67.1,13.5,8
Colgate,Gardner-Webb,1159,South,15,110,105.8,70.1,13.0,10,1205,South,16,107.5,108.2,73.4,11.5,8
Colgate,Georgia State,1159,South,15,110,105.8,70.1,13.0,10,1209,Midwest,14,107.9,102.3,73.1,11.6,8
Colgate,Gonzaga,1159,South,15,110,105.8,70.1,13.0,10,1211,West,1,125.1,92.3,65.1,10.4,9
Colgate,Houston,1159,South,15,110,105.8,70.1,13.0,10,1222,Midwest,3,114.1,91.7,61.2,11.6,8
Colgate,Iona,1159,South,15,110,105.8,70.1,13.0,10,1233,Midwest,16,106.5,109.6,75.6,12.4,10
Colgate,Iowa,1159,South,15,110,105.8,70.1,13.0,10,1234,South,10,117.2,101.2,73.6,12.3,4
Colgate,Iowa State,1159,South,15,110,105.8,70.1,13.0,10,1235,Midwest,6,119,97.1,68.3,11.0,5
Colgate,Kansas,1159,South,15,110,105.8,70.1,13.0,10,1242,Midwest,4,112.7,92,70.1,13.4,7
Colgate,Kansas State,1159,South,15,110,105.8,70.1,13.0,10,1243,South,4,108,87.7,59.2,11.5,7
Colgate,Kentucky,1159,South,15,110,105.8,70.1,13.0,10,1246,Midwest,2,118.2,90.8,65.4,12.7,7
Colgate,LSU,1159,South,15,110,105.8,70.1,13.0,10,1261,East,3,118.5,97.5,73,13.2,8
Colgate,Liberty,1159,South,15,110,105.8,70.1,13.0,10,1251,East,12,110.6,99.7,62.3,11.0,9
Colgate,Louisville,1159,South,15,110,105.8,70.1,13.0,10,1257,East,7,113.4,92.4,67.8,12.4,3
Colgate,Marquette,1159,South,15,110,105.8,70.1,13.0,10,1266,West,5,114.2,95.7,69.1,14.0,5
Colgate,Maryland,1159,South,15,110,105.8,70.1,13.0,10,1268,East,6,113.8,93.8,65.1,13.3,5
Colgate,Michigan,1159,South,15,110,105.8,70.1,13.0,10,1276,West,2,115.5,86.1,58.6,9.0,6
Colgate,Michigan State,1159,South,15,110,105.8,70.1,13.0,10,1277,East,2,121.7,90.4,65.5,13.0,9
Colgate,Minnesota,1159,South,15,110,105.8,70.1,13.0,10,1278,East,10,110.7,96.2,69.2,12.3,5
Colgate,Miss State,1159,South,15,110,105.8,70.1,13.0,10,1280,East,5,117.4,96.7,70.1,12,7
Colgate,Montana,1159,South,15,110,105.8,70.1,13.0,10,1285,West,15,107.4,103.8,69.2,12.2,8
Colgate,Murray State,1159,South,15,110,105.8,70.1,13.0,10,1293,West,12,112,98.7,68.4,12.1,10
Colgate,N. Kentucky,1159,South,15,110,105.8,70.1,13.0,10,1297,West,14,109.2,102.7,70,12.5,8
Colgate,N. Mexico State,1159,South,15,110,105.8,70.1,13.0,10,1308,Midwest,12,112.6,99,64.8,11.9,10
Colgate,NC Central,1159,South,15,110,105.8,70.1,13.0,10,1300,East,16,96.6,108.5,67.9,15.5,8
Colgate,Nevada,1159,South,15,110,105.8,70.1,13.0,10,1305,West,7,114,95.1,66.7,10.2,7
Colgate,North Carolina,1159,South,15,110,105.8,70.1,13.0,10,1314,Midwest,1,119.9,90.7,72.9,13.4,8
Colgate,North Dakota State,1159,South,15,110,105.8,70.1,13.0,10,1295,East,16,106.6,109.8,73.7,10.6,7
Colgate,Northeastern,1159,South,15,110,105.8,70.1,13.0,10,1318,Midwest,13,111.5,102.7,70.3,11.2,9
Colgate,Ohio State,1159,South,15,110,105.8,70.1,13.0,10,1326,Midwest,11,109.3,94.2,66.2,12.4,3
Colgate,Oklahoma,1159,South,15,110,105.8,70.1,13.0,10,1328,South,9,109.4,93.9,68.2,12.2,4
Colgate,Old Dominion,1159,South,15,110,105.8,70.1,13.0,10,1330,South,14,101.9,96.4,60.8,11.8,8
Colgate,Ole Miss,1159,South,15,110,105.8,70.1,13.0,10,1279,South,8,112.8,97.7,70.4,12.8,5
Colgate,Oregon,1159,South,15,110,105.8,70.1,13.0,10,1332,South,12,107.7,92.5,62.9,11.9,8
Colgate,Prairie View,1159,South,15,110,105.8,70.1,13.0,10,1341,West,16,101.5,105.8,72.7,12.8,10
Colgate,Purdue,1159,South,15,110,105.8,70.1,13.0,10,1345,South,3,121.1,95,66.8,10.7,7
Colgate,Saint Louis,1159,South,15,110,105.8,70.1,13.0,10,1387,East,13,102.6,96.3,63.7,13.3,7
Colgate,Saint Mary's,1159,South,15,110,105.8,70.1,13.0,10,1388,South,11,114.6,96.9,64.4,10.6,8
Colgate,Seton Hall,1159,South,15,110,105.8,70.1,13.0,10,1371,Midwest,10,109.3,96.4,71.5,12.8,6
Colgate,St. Johns,1159,South,15,110,105.8,70.1,13.0,10,1385,West,11,109.7,100.9,74.8,10.4,4
Colgate,Syracuse,1159,South,15,110,105.8,70.1,13.0,10,1393,West,8,110.2,93.9,65.7,12.3,4
Colgate,Temple,1159,South,15,110,105.8,70.1,13.0,10,1396,East,11,108.9,99.5,71.2,11.0,7
Colgate,Tennessee,1159,South,15,110,105.8,70.1,13.0,10,1397,South,2,122.5,95.5,69.5,11.2,6
Colgate,Texas Tech,1159,South,15,110,105.8,70.1,13.0,10,1403,West,3,112.7,85.9,59.3,12.3,9
Colgate,UC Irvine,1159,South,15,110,105.8,70.1,13.0,10,1414,South,13,106.6,97.1,63.6,12.0,10
Colgate,UCF,1159,South,15,110,105.8,70.1,13.0,10,1416,East,9,110.3,95.7,64.3,11.8,7
Colgate,Utah State,1159,South,15,110,105.8,70.1,13.0,10,1429,Midwest,8,113,96.3,67.1,12.4,10
Colgate,VCU,1159,South,15,110,105.8,70.1,13.0,10,1433,East,8,104.3,88.6,61.6,13.9,9
Colgate,Va Tech,1159,South,15,110,105.8,70.1,13.0,10,1439,East,4,118.4,94,62.1,11.5,6
Colgate,Vermont,1159,South,15,110,105.8,70.1,13.0,10,1436,West,13,107.9,99.2,62.8,10.9,9
Colgate,Villanova,1159,South,15,110,105.8,70.1,13.0,10,1437,South,6,117,98.2,67.1,11.1,6
Colgate,Virginia,1159,South,15,110,105.8,70.1,13.0,10,1438,South,1,123.6,87.9,55.1,9.1,9
Colgate,Washington,1159,South,15,110,105.8,70.1,13.0,10,1449,Midwest,9,107,93.6,64.4,13.5,7
Colgate,Wisconsin,1159,South,15,110,105.8,70.1,13.0,10,1458,South,5,110.8,87.1,61.4,9.5,6
Colgate,Wofford,1159,South,15,110,105.8,70.1,13.0,10,1459,Midwest,7,118.4,97.6,67.5,11.0,10
Colgate,Yale,1159,South,15,110,105.8,70.1,13.0,10,1463,East,14,111.7,103.1,73.7,13.6,7
Duke,Fairleigh Dickinson,1181,East,1,120.1,88.1,67.6,13.0,7,1192,West,16,106.2,110.4,72.5,13.5,9
Duke,Florida ,1181,East,1,120.1,88.1,67.6,13.0,7,1196,West,10,110.2,91.9,63.6,11.6,6
Duke,Florida State,1181,East,1,120.1,88.1,67.6,13.0,7,1199,West,4,113,90.4,67.1,13.5,8
Duke,Gardner-Webb,1181,East,1,120.1,88.1,67.6,13.0,7,1205,South,16,107.5,108.2,73.4,11.5,8
Duke,Georgia State,1181,East,1,120.1,88.1,67.6,13.0,7,1209,Midwest,14,107.9,102.3,73.1,11.6,8
Duke,Gonzaga,1181,East,1,120.1,88.1,67.6,13.0,7,1211,West,1,125.1,92.3,65.1,10.4,9
Duke,Houston,1181,East,1,120.1,88.1,67.6,13.0,7,1222,Midwest,3,114.1,91.7,61.2,11.6,8
Duke,Iona,1181,East,1,120.1,88.1,67.6,13.0,7,1233,Midwest,16,106.5,109.6,75.6,12.4,10
Duke,Iowa,1181,East,1,120.1,88.1,67.6,13.0,7,1234,South,10,117.2,101.2,73.6,12.3,4
Duke,Iowa State,1181,East,1,120.1,88.1,67.6,13.0,7,1235,Midwest,6,119,97.1,68.3,11.0,5
Duke,Kansas,1181,East,1,120.1,88.1,67.6,13.0,7,1242,Midwest,4,112.7,92,70.1,13.4,7
Duke,Kansas State,1181,East,1,120.1,88.1,67.6,13.0,7,1243,South,4,108,87.7,59.2,11.5,7
Duke,Kentucky,1181,East,1,120.1,88.1,67.6,13.0,7,1246,Midwest,2,118.2,90.8,65.4,12.7,7
Duke,LSU,1181,East,1,120.1,88.1,67.6,13.0,7,1261,East,3,118.5,97.5,73,13.2,8
Duke,Liberty,1181,East,1,120.1,88.1,67.6,13.0,7,1251,East,12,110.6,99.7,62.3,11.0,9
Duke,Louisville,1181,East,1,120.1,88.1,67.6,13.0,7,1257,East,7,113.4,92.4,67.8,12.4,3
Duke,Marquette,1181,East,1,120.1,88.1,67.6,13.0,7,1266,West,5,114.2,95.7,69.1,14.0,5
Duke,Maryland,1181,East,1,120.1,88.1,67.6,13.0,7,1268,East,6,113.8,93.8,65.1,13.3,5
Duke,Michigan,1181,East,1,120.1,88.1,67.6,13.0,7,1276,West,2,115.5,86.1,58.6,9.0,6
Duke,Michigan State,1181,East,1,120.1,88.1,67.6,13.0,7,1277,East,2,121.7,90.4,65.5,13.0,9
Duke,Minnesota,1181,East,1,120.1,88.1,67.6,13.0,7,1278,East,10,110.7,96.2,69.2,12.3,5
Duke,Miss State,1181,East,1,120.1,88.1,67.6,13.0,7,1280,East,5,117.4,96.7,70.1,12,7
Duke,Montana,1181,East,1,120.1,88.1,67.6,13.0,7,1285,West,15,107.4,103.8,69.2,12.2,8
Duke,Murray State,1181,East,1,120.1,88.1,67.6,13.0,7,1293,West,12,112,98.7,68.4,12.1,10
Duke,N. Kentucky,1181,East,1,120.1,88.1,67.6,13.0,7,1297,West,14,109.2,102.7,70,12.5,8
Duke,N. Mexico State,1181,East,1,120.1,88.1,67.6,13.0,7,1308,Midwest,12,112.6,99,64.8,11.9,10
Duke,NC Central,1181,East,1,120.1,88.1,67.6,13.0,7,1300,East,16,96.6,108.5,67.9,15.5,8
Duke,Nevada,1181,East,1,120.1,88.1,67.6,13.0,7,1305,West,7,114,95.1,66.7,10.2,7
Duke,North Carolina,1181,East,1,120.1,88.1,67.6,13.0,7,1314,Midwest,1,119.9,90.7,72.9,13.4,8
Duke,North Dakota State,1181,East,1,120.1,88.1,67.6,13.0,7,1295,East,16,106.6,109.8,73.7,10.6,7
Duke,Northeastern,1181,East,1,120.1,88.1,67.6,13.0,7,1318,Midwest,13,111.5,102.7,70.3,11.2,9
Duke,Ohio State,1181,East,1,120.1,88.1,67.6,13.0,7,1326,Midwest,11,109.3,94.2,66.2,12.4,3
Duke,Oklahoma,1181,East,1,120.1,88.1,67.6,13.0,7,1328,South,9,109.4,93.9,68.2,12.2,4
Duke,Old Dominion,1181,East,1,120.1,88.1,67.6,13.0,7,1330,South,14,101.9,96.4,60.8,11.8,8
Duke,Ole Miss,1181,East,1,120.1,88.1,67.6,13.0,7,1279,South,8,112.8,97.7,70.4,12.8,5
Duke,Oregon,1181,East,1,120.1,88.1,67.6,13.0,7,1332,South,12,107.7,92.5,62.9,11.9,8
Duke,Prairie View,1181,East,1,120.1,88.1,67.6,13.0,7,1341,West,16,101.5,105.8,72.7,12.8,10
Duke,Purdue,1181,East,1,120.1,88.1,67.6,13.0,7,1345,South,3,121.1,95,66.8,10.7,7
Duke,Saint Louis,1181,East,1,120.1,88.1,67.6,13.0,7,1387,East,13,102.6,96.3,63.7,13.3,7
Duke,Saint Mary's,1181,East,1,120.1,88.1,67.6,13.0,7,1388,South,11,114.6,96.9,64.4,10.6,8
Duke,Seton Hall,1181,East,1,120.1,88.1,67.6,13.0,7,1371,Midwest,10,109.3,96.4,71.5,12.8,6
Duke,St. Johns,1181,East,1,120.1,88.1,67.6,13.0,7,1385,West,11,109.7,100.9,74.8,10.4,4
Duke,Syracuse,1181,East,1,120.1,88.1,67.6,13.0,7,1393,West,8,110.2,93.9,65.7,12.3,4
Duke,Temple,1181,East,1,120.1,88.1,67.6,13.0,7,1396,East,11,108.9,99.5,71.2,11.0,7
Duke,Tennessee,1181,East,1,120.1,88.1,67.6,13.0,7,1397,South,2,122.5,95.5,69.5,11.2,6
Duke,Texas Tech,1181,East,1,120.1,88.1,67.6,13.0,7,1403,West,3,112.7,85.9,59.3,12.3,9
Duke,UC Irvine,1181,East,1,120.1,88.1,67.6,13.0,7,1414,South,13,106.6,97.1,63.6,12.0,10
Duke,UCF,1181,East,1,120.1,88.1,67.6,13.0,7,1416,East,9,110.3,95.7,64.3,11.8,7
Duke,Utah State,1181,East,1,120.1,88.1,67.6,13.0,7,1429,Midwest,8,113,96.3,67.1,12.4,10
Duke,VCU,1181,East,1,120.1,88.1,67.6,13.0,7,1433,East,8,104.3,88.6,61.6,13.9,9
Duke,Va Tech,1181,East,1,120.1,88.1,67.6,13.0,7,1439,East,4,118.4,94,62.1,11.5,6
Duke,Vermont,1181,East,1,120.1,88.1,67.6,13.0,7,1436,West,13,107.9,99.2,62.8,10.9,9
Duke,Villanova,1181,East,1,120.1,88.1,67.6,13.0,7,1437,South,6,117,98.2,67.1,11.1,6
Duke,Virginia,1181,East,1,120.1,88.1,67.6,13.0,7,1438,South,1,123.6,87.9,55.1,9.1,9
Duke,Washington,1181,East,1,120.1,88.1,67.6,13.0,7,1449,Midwest,9,107,93.6,64.4,13.5,7
Duke,Wisconsin,1181,East,1,120.1,88.1,67.6,13.0,7,1458,South,5,110.8,87.1,61.4,9.5,6
Duke,Wofford,1181,East,1,120.1,88.1,67.6,13.0,7,1459,Midwest,7,118.4,97.6,67.5,11.0,10
Duke,Yale,1181,East,1,120.1,88.1,67.6,13.0,7,1463,East,14,111.7,103.1,73.7,13.6,7
Fairleigh Dickinson,Florida ,1192,West,16,106.2,110.4,72.5,13.5,9,1196,West,10,110.2,91.9,63.6,11.6,6
Fairleigh Dickinson,Florida State,1192,West,16,106.2,110.4,72.5,13.5,9,1199,West,4,113,90.4,67.1,13.5,8
Fairleigh Dickinson,Gardner-Webb,1192,West,16,106.2,110.4,72.5,13.5,9,1205,South,16,107.5,108.2,73.4,11.5,8
Fairleigh Dickinson,Georgia State,1192,West,16,106.2,110.4,72.5,13.5,9,1209,Midwest,14,107.9,102.3,73.1,11.6,8
Fairleigh Dickinson,Gonzaga,1192,West,16,106.2,110.4,72.5,13.5,9,1211,West,1,125.1,92.3,65.1,10.4,9
Fairleigh Dickinson,Houston,1192,West,16,106.2,110.4,72.5,13.5,9,1222,Midwest,3,114.1,91.7,61.2,11.6,8
Fairleigh Dickinson,Iona,1192,West,16,106.2,110.4,72.5,13.5,9,1233,Midwest,16,106.5,109.6,75.6,12.4,10
Fairleigh Dickinson,Iowa,1192,West,16,106.2,110.4,72.5,13.5,9,1234,South,10,117.2,101.2,73.6,12.3,4
Fairleigh Dickinson,Iowa State,1192,West,16,106.2,110.4,72.5,13.5,9,1235,Midwest,6,119,97.1,68.3,11.0,5
Fairleigh Dickinson,Kansas,1192,West,16,106.2,110.4,72.5,13.5,9,1242,Midwest,4,112.7,92,70.1,13.4,7
Fairleigh Dickinson,Kansas State,1192,West,16,106.2,110.4,72.5,13.5,9,1243,South,4,108,87.7,59.2,11.5,7
Fairleigh Dickinson,Kentucky,1192,West,16,106.2,110.4,72.5,13.5,9,1246,Midwest,2,118.2,90.8,65.4,12.7,7
Fairleigh Dickinson,LSU,1192,West,16,106.2,110.4,72.5,13.5,9,1261,East,3,118.5,97.5,73,13.2,8
Fairleigh Dickinson,Liberty,1192,West,16,106.2,110.4,72.5,13.5,9,1251,East,12,110.6,99.7,62.3,11.0,9
Fairleigh Dickinson,Louisville,1192,West,16,106.2,110.4,72.5,13.5,9,1257,East,7,113.4,92.4,67.8,12.4,3
Fairleigh Dickinson,Marquette,1192,West,16,106.2,110.4,72.5,13.5,9,1266,West,5,114.2,95.7,69.1,14.0,5
Fairleigh Dickinson,Maryland,1192,West,16,106.2,110.4,72.5,13.5,9,1268,East,6,113.8,93.8,65.1,13.3,5
Fairleigh Dickinson,Michigan,1192,West,16,106.2,110.4,72.5,13.5,9,1276,West,2,115.5,86.1,58.6,9.0,6
Fairleigh Dickinson,Michigan State,1192,West,16,106.2,110.4,72.5,13.5,9,1277,East,2,121.7,90.4,65.5,13.0,9
Fairleigh Dickinson,Minnesota,1192,West,16,106.2,110.4,72.5,13.5,9,1278,East,10,110.7,96.2,69.2,12.3,5
Fairleigh Dickinson,Miss State,1192,West,16,106.2,110.4,72.5,13.5,9,1280,East,5,117.4,96.7,70.1,12,7
Fairleigh Dickinson,Montana,1192,West,16,106.2,110.4,72.5,13.5,9,1285,West,15,107.4,103.8,69.2,12.2,8
Fairleigh Dickinson,Murray State,1192,West,16,106.2,110.4,72.5,13.5,9,1293,West,12,112,98.7,68.4,12.1,10
Fairleigh Dickinson,N. Kentucky,1192,West,16,106.2,110.4,72.5,13.5,9,1297,West,14,109.2,102.7,70,12.5,8
Fairleigh Dickinson,N. Mexico State,1192,West,16,106.2,110.4,72.5,13.5,9,1308,Midwest,12,112.6,99,64.8,11.9,10
Fairleigh Dickinson,NC Central,1192,West,16,106.2,110.4,72.5,13.5,9,1300,East,16,96.6,108.5,67.9,15.5,8
Fairleigh Dickinson,Nevada,1192,West,16,106.2,110.4,72.5,13.5,9,1305,West,7,114,95.1,66.7,10.2,7
Fairleigh Dickinson,North Carolina,1192,West,16,106.2,110.4,72.5,13.5,9,1314,Midwest,1,119.9,90.7,72.9,13.4,8
Fairleigh Dickinson,North Dakota State,1192,West,16,106.2,110.4,72.5,13.5,9,1295,East,16,106.6,109.8,73.7,10.6,7
Fairleigh Dickinson,Northeastern,1192,West,16,106.2,110.4,72.5,13.5,9,1318,Midwest,13,111.5,102.7,70.3,11.2,9
Fairleigh Dickinson,Ohio State,1192,West,16,106.2,110.4,72.5,13.5,9,1326,Midwest,11,109.3,94.2,66.2,12.4,3
Fairleigh Dickinson,Oklahoma,1192,West,16,106.2,110.4,72.5,13.5,9,1328,South,9,109.4,93.9,68.2,12.2,4
Fairleigh Dickinson,Old Dominion,1192,West,16,106.2,110.4,72.5,13.5,9,1330,South,14,101.9,96.4,60.8,11.8,8
Fairleigh Dickinson,Ole Miss,1192,West,16,106.2,110.4,72.5,13.5,9,1279,South,8,112.8,97.7,70.4,12.8,5
Fairleigh Dickinson,Oregon,1192,West,16,106.2,110.4,72.5,13.5,9,1332,South,12,107.7,92.5,62.9,11.9,8
Fairleigh Dickinson,Prairie View,1192,West,16,106.2,110.4,72.5,13.5,9,1341,West,16,101.5,105.8,72.7,12.8,10
Fairleigh Dickinson,Purdue,1192,West,16,106.2,110.4,72.5,13.5,9,1345,South,3,121.1,95,66.8,10.7,7
Fairleigh Dickinson,Saint Louis,1192,West,16,106.2,110.4,72.5,13.5,9,1387,East,13,102.6,96.3,63.7,13.3,7
Fairleigh Dickinson,Saint Mary's,1192,West,16,106.2,110.4,72.5,13.5,9,1388,South,11,114.6,96.9,64.4,10.6,8
Fairleigh Dickinson,Seton Hall,1192,West,16,106.2,110.4,72.5,13.5,9,1371,Midwest,10,109.3,96.4,71.5,12.8,6
Fairleigh Dickinson,St. Johns,1192,West,16,106.2,110.4,72.5,13.5,9,1385,West,11,109.7,100.9,74.8,10.4,4
Fairleigh Dickinson,Syracuse,1192,West,16,106.2,110.4,72.5,13.5,9,1393,West,8,110.2,93.9,65.7,12.3,4
Fairleigh Dickinson,Temple,1192,West,16,106.2,110.4,72.5,13.5,9,1396,East,11,108.9,99.5,71.2,11.0,7
Fairleigh Dickinson,Tennessee,1192,West,16,106.2,110.4,72.5,13.5,9,1397,South,2,122.5,95.5,69.5,11.2,6
Fairleigh Dickinson,Texas Tech,1192,West,16,106.2,110.4,72.5,13.5,9,1403,West,3,112.7,85.9,59.3,12.3,9
Fairleigh Dickinson,UC Irvine,1192,West,16,106.2,110.4,72.5,13.5,9,1414,South,13,106.6,97.1,63.6,12.0,10
Fairleigh Dickinson,UCF,1192,West,16,106.2,110.4,72.5,13.5,9,1416,East,9,110.3,95.7,64.3,11.8,7
Fairleigh Dickinson,Utah State,1192,West,16,106.2,110.4,72.5,13.5,9,1429,Midwest,8,113,96.3,67.1,12.4,10
Fairleigh Dickinson,VCU,1192,West,16,106.2,110.4,72.5,13.5,9,1433,East,8,104.3,88.6,61.6,13.9,9
Fairleigh Dickinson,Va Tech,1192,West,16,106.2,110.4,72.5,13.5,9,1439,East,4,118.4,94,62.1,11.5,6
Fairleigh Dickinson,Vermont,1192,West,16,106.2,110.4,72.5,13.5,9,1436,West,13,107.9,99.2,62.8,10.9,9
Fairleigh Dickinson,Villanova,1192,West,16,106.2,110.4,72.5,13.5,9,1437,South,6,117,98.2,67.1,11.1,6
Fairleigh Dickinson,Virginia,1192,West,16,106.2,110.4,72.5,13.5,9,1438,South,1,123.6,87.9,55.1,9.1,9
Fairleigh Dickinson,Washington,1192,West,16,106.2,110.4,72.5,13.5,9,1449,Midwest,9,107,93.6,64.4,13.5,7
Fairleigh Dickinson,Wisconsin,1192,West,16,106.2,110.4,72.5,13.5,9,1458,South,5,110.8,87.1,61.4,9.5,6
Fairleigh Dickinson,Wofford,1192,West,16,106.2,110.4,72.5,13.5,9,1459,Midwest,7,118.4,97.6,67.5,11.0,10
Fairleigh Dickinson,Yale,1192,West,16,106.2,110.4,72.5,13.5,9,1463,East,14,111.7,103.1,73.7,13.6,7
Florida ,Florida State,1196,West,10,110.2,91.9,63.6,11.6,6,1199,West,4,113,90.4,67.1,13.5,8
Florida ,Gardner-Webb,1196,West,10,110.2,91.9,63.6,11.6,6,1205,South,16,107.5,108.2,73.4,11.5,8
Florida ,Georgia State,1196,West,10,110.2,91.9,63.6,11.6,6,1209,Midwest,14,107.9,102.3,73.1,11.6,8
Florida ,Gonzaga,1196,West,10,110.2,91.9,63.6,11.6,6,1211,West,1,125.1,92.3,65.1,10.4,9
Florida ,Houston,1196,West,10,110.2,91.9,63.6,11.6,6,1222,Midwest,3,114.1,91.7,61.2,11.6,8
Florida ,Iona,1196,West,10,110.2,91.9,63.6,11.6,6,1233,Midwest,16,106.5,109.6,75.6,12.4,10
Florida ,Iowa,1196,West,10,110.2,91.9,63.6,11.6,6,1234,South,10,117.2,101.2,73.6,12.3,4
Florida ,Iowa State,1196,West,10,110.2,91.9,63.6,11.6,6,1235,Midwest,6,119,97.1,68.3,11.0,5
Florida ,Kansas,1196,West,10,110.2,91.9,63.6,11.6,6,1242,Midwest,4,112.7,92,70.1,13.4,7
Florida ,Kansas State,1196,West,10,110.2,91.9,63.6,11.6,6,1243,South,4,108,87.7,59.2,11.5,7
Florida ,Kentucky,1196,West,10,110.2,91.9,63.6,11.6,6,1246,Midwest,2,118.2,90.8,65.4,12.7,7
Florida ,LSU,1196,West,10,110.2,91.9,63.6,11.6,6,1261,East,3,118.5,97.5,73,13.2,8
Florida ,Liberty,1196,West,10,110.2,91.9,63.6,11.6,6,1251,East,12,110.6,99.7,62.3,11.0,9
Florida ,Louisville,1196,West,10,110.2,91.9,63.6,11.6,6,1257,East,7,113.4,92.4,67.8,12.4,3
Florida ,Marquette,1196,West,10,110.2,91.9,63.6,11.6,6,1266,West,5,114.2,95.7,69.1,14.0,5
Florida ,Maryland,1196,West,10,110.2,91.9,63.6,11.6,6,1268,East,6,113.8,93.8,65.1,13.3,5
Florida ,Michigan,1196,West,10,110.2,91.9,63.6,11.6,6,1276,West,2,115.5,86.1,58.6,9.0,6
Florida ,Michigan State,1196,West,10,110.2,91.9,63.6,11.6,6,1277,East,2,121.7,90.4,65.5,13.0,9
Florida ,Minnesota,1196,West,10,110.2,91.9,63.6,11.6,6,1278,East,10,110.7,96.2,69.2,12.3,5
Florida ,Miss State,1196,West,10,110.2,91.9,63.6,11.6,6,1280,East,5,117.4,96.7,70.1,12,7
Florida ,Montana,1196,West,10,110.2,91.9,63.6,11.6,6,1285,West,15,107.4,103.8,69.2,12.2,8
Florida ,Murray State,1196,West,10,110.2,91.9,63.6,11.6,6,1293,West,12,112,98.7,68.4,12.1,10
Florida ,N. Kentucky,1196,West,10,110.2,91.9,63.6,11.6,6,1297,West,14,109.2,102.7,70,12.5,8
Florida ,N. Mexico State,1196,West,10,110.2,91.9,63.6,11.6,6,1308,Midwest,12,112.6,99,64.8,11.9,10
Florida ,NC Central,1196,West,10,110.2,91.9,63.6,11.6,6,1300,East,16,96.6,108.5,67.9,15.5,8
Florida ,Nevada,1196,West,10,110.2,91.9,63.6,11.6,6,1305,West,7,114,95.1,66.7,10.2,7
Florida ,North Carolina,1196,West,10,110.2,91.9,63.6,11.6,6,1314,Midwest,1,119.9,90.7,72.9,13.4,8
Florida ,North Dakota State,1196,West,10,110.2,91.9,63.6,11.6,6,1295,East,16,106.6,109.8,73.7,10.6,7
Florida ,Northeastern,1196,West,10,110.2,91.9,63.6,11.6,6,1318,Midwest,13,111.5,102.7,70.3,11.2,9
Florida ,Ohio State,1196,West,10,110.2,91.9,63.6,11.6,6,1326,Midwest,11,109.3,94.2,66.2,12.4,3
Florida ,Oklahoma,1196,West,10,110.2,91.9,63.6,11.6,6,1328,South,9,109.4,93.9,68.2,12.2,4
Florida ,Old Dominion,1196,West,10,110.2,91.9,63.6,11.6,6,1330,South,14,101.9,96.4,60.8,11.8,8
Florida ,Ole Miss,1196,West,10,110.2,91.9,63.6,11.6,6,1279,South,8,112.8,97.7,70.4,12.8,5
Florida ,Oregon,1196,West,10,110.2,91.9,63.6,11.6,6,1332,South,12,107.7,92.5,62.9,11.9,8
Florida ,Prairie View,1196,West,10,110.2,91.9,63.6,11.6,6,1341,West,16,101.5,105.8,72.7,12.8,10
Florida ,Purdue,1196,West,10,110.2,91.9,63.6,11.6,6,1345,South,3,121.1,95,66.8,10.7,7
Florida ,Saint Louis,1196,West,10,110.2,91.9,63.6,11.6,6,1387,East,13,102.6,96.3,63.7,13.3,7
Florida ,Saint Mary's,1196,West,10,110.2,91.9,63.6,11.6,6,1388,South,11,114.6,96.9,64.4,10.6,8
Florida ,Seton Hall,1196,West,10,110.2,91.9,63.6,11.6,6,1371,Midwest,10,109.3,96.4,71.5,12.8,6
Florida ,St. Johns,1196,West,10,110.2,91.9,63.6,11.6,6,1385,West,11,109.7,100.9,74.8,10.4,4
Florida ,Syracuse,1196,West,10,110.2,91.9,63.6,11.6,6,1393,West,8,110.2,93.9,65.7,12.3,4
Florida ,Temple,1196,West,10,110.2,91.9,63.6,11.6,6,1396,East,11,108.9,99.5,71.2,11.0,7
Florida ,Tennessee,1196,West,10,110.2,91.9,63.6,11.6,6,1397,South,2,122.5,95.5,69.5,11.2,6
Florida ,Texas Tech,1196,West,10,110.2,91.9,63.6,11.6,6,1403,West,3,112.7,85.9,59.3,12.3,9
Florida ,UC Irvine,1196,West,10,110.2,91.9,63.6,11.6,6,1414,South,13,106.6,97.1,63.6,12.0,10
Florida ,UCF,1196,West,10,110.2,91.9,63.6,11.6,6,1416,East,9,110.3,95.7,64.3,11.8,7
Florida ,Utah State,1196,West,10,110.2,91.9,63.6,11.6,6,1429,Midwest,8,113,96.3,67.1,12.4,10
Florida ,VCU,1196,West,10,110.2,91.9,63.6,11.6,6,1433,East,8,104.3,88.6,61.6,13.9,9
